TERM_CODE,TERM,PART_OF_TERM,START_DATE,END_DATE,LEVEL_CODE,CRN,SUBJECT,COURSE,SECTION,COURSE_TITLE,SCHEDULE_TYPE,CAMPUS,DEPARTMENT,INSTRUCTOR,MAX_ENROLLMENT,TOTAL_ENROLLMENT,REMAINING_SEATS,CREDIT_HOUR,SCHED_BUILDING_DESC,SCHED_ROOM_CODE,SCHED_ROOM_DESC,COURSE_DAYS,BEGIN_TIME,END_TIME
202630,Summer 2026,Summer 7 Weeks Session I,5/5/2026,6/16/2026,UG,31410,MATH,1877,02,CALCULUS 2B,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Haney, Zach",28,22,6,2,Online Section,ONL,Online Room,MTR,05:15pm,06:25pm
202630,Summer 2026,Summer 7 Weeks Session I,5/5/2026,6/16/2026,UG,31411,MATH,1877,03,CALCULUS 2B,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Haney, Zach",28,19,9,2,Online Section,ONL,Online Room,MTR,06:45pm,07:55pm
202630,Summer 2026,Summer 7 Weeks Session II,6/17/2026,8/11/2026,UG,31412,MATH,1877,04,CALCULUS 2B,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Meike, Everett",25,23,2,2,Online Section,ONL,Online Room,MTR,05:15pm,06:25pm
202630,Summer 2026,Summer 7 Weeks Session II,6/17/2026,8/11/2026,UG,31413,MATH,1877,05,CALCULUS 2B,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Sanderson, Elijah",25,16,9,2,Online Section,ONL,Online Room,MTR,05:15pm,06:25pm
202630,Summer 2026,Summer 7 Weeks Session II,6/17/2026,8/11/2026,UG,31414,MATH,1877,06,CALCULUS 2B,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Meike, Everett",25,15,10,2,Online Section,ONL,Online Room,MTR,06:45pm,07:55pm
202630,Summer 2026,Summer 7 Weeks Session II,6/17/2026,8/11/2026,UG,31415,MATH,1877,07,CALCULUS 2B,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Sanderson, Elijah",25,23,2,2,Online Section,ONL,Online Room,MTR,06:45pm,07:55pm
202630,Summer 2026,Summer 7 Weeks Session I,5/5/2026,6/16/2026,UG,32086,MATH,1877,08,CALCULUS 2B,Online Sync Lecture (OLC),Wentworth Institute Technology,Applied Mathematics,"Grossi, Ana Cristina",24,13,11,2,Online Section,ONL,Online Room,MTR,05:15pm,06:25pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31389,MATH,2025,01,MULTIVARIABLE CALCULUS,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Pekoske Fulton, Abby",25,21,4,4,Beatty Hall,418,CLASSROOM,MTR,05:15pm,06:25pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31390,MATH,2100,01,PROB & STATS FOR ENGINEERS,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Qranfal, Youssef",25,27,-2,4,Dobbs Hall,306,CLASSROOM,MWF,08:00am,09:10am
202630,Summer 2026,Summer 7 Weeks Session I,5/5/2026,6/16/2026,UG,32047,MATH,2100,02,PROB & STATS FOR ENGINEERS,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Gebresilasie, Semere",25,31,-6,4,Dobbs Hall,306,CLASSROOM,MWF,12:30pm,02:50pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31392,MATH,2100,03,PROB & STATS FOR ENGINEERS,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Salminen, Adam",25,24,1,4,Wentworth Hall,312,CLASSROOM,MWF,12:30pm,01:40pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31393,MATH,2100,04,PROB & STATS FOR ENGINEERS,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Qranfal, Youssef",25,21,4,4,Dobbs Hall,307,CLASSROOM,MWF,02:00pm,03:10pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31394,MATH,2100,05,PROB & STATS FOR ENGINEERS,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Salminen, Adam",25,27,-2,4,Dobbs Hall,306,CLASSROOM,MWF,03:30pm,04:40pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31395,MATH,2100,06,PROB & STATS FOR ENGINEERS,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Zhang, Yu",25,24,1,4,Dobbs Hall,308,CLASSROOM,MWR,05:15pm,06:25pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31396,MATH,2600,01,DIFFER EQUAT & LINEAR SYSTEM,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Melfi, Lauren",25,11,14,4,Beatty Hall,420,CLASSROOM: ACTIVE & DISTANCE LEARNING ROOM,MTR,02:00pm,03:10pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31397,MATH,2860,01,LINEAR ALGEBRA & MATRIX THEORY,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Pekoske Fulton, Abby",25,11,14,4,Dobbs Hall,203,CLASSROOM,MTR,03:30pm,04:40pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,32097,MATH,3800,01,ELEMENTARY NUMBER THEORY,Individualized Study (IND),Wentworth Institute Technology,Applied Mathematics,"Salminen, Adam",3,2,1,4,,,,,,
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31398,MATH,4050,01,"MACHINE LRNG:CONC,TECH, ALGRYM",Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Husowitz, Barry",25,24,1,4,Wentworth Hall,214,CLASSROOM,MW,01:00pm,02:45pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31400,MATH,4875,01,REAL ANALYSIS I,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Qranfal, Youssef",25,4,21,4,Dobbs Hall,307,CLASSROOM,MWF,12:30pm,01:40pm
202630,Summer 2026,Full Term,5/5/2026,8/11/2026,UG,31401,MATH,5000,01,APPLIED MATH FINAL YR DES I,Lecture (LEC),Wentworth Institute Technology,Applied Mathematics,"Morrow, Steven",25,5,20,4,Wentworth Hall,214,CLASSROOM,MWR,05:15pm,06:25pm
